stop_usd,target_usd,sessions,raw_bars,trades,active_days,gross_pnl,costs,commissions,slippage,net_pnl,positive_mass,loss_mass,win_rate_pct,profit_factor,net_sharpe,mtm_dd_usd,pnl_over_dd,cvar5_loss_usd,worst_loss_usd,clipped_current_winner_net_usd,avoided_current_loser_net_usd,stops,targets,forced_eod,block
0.5000000000,2.2500000000,21.0000000000,8190.0000000000,65.0000000000,21.0000000000,929.8378000000,574.8358645599,56.8190000000,518.0168645599,355.0019354401,3516.5242392000,-3161.5223037599,26.1538461538,1.1122882907,1.3821323995,919.7095531599,0.3859935283,74.5362850000,74.9279520000,1256.3157857200,951.9429431200,44.0000000000,12.0000000000,9.0000000000,0
0.5000000000,2.5000000000,21.0000000000,8190.0000000000,59.0000000000,21.0000000000,297.9904000000,521.7529460399,51.5410000000,470.2119460399,-223.7625460399,2799.8452899200,-3023.6078359599,23.7288135593,0.9259948518,-0.8877952661,1011.3490063600,-0.2212515607,74.5832386667,74.9279520000,1162.0846357200,951.9429431200,42.0000000000,5.0000000000,12.0000000000,0
0.5000000000,2.7500000000,21.0000000000,8190.0000000000,59.0000000000,21.0000000000,454.2404000000,521.7716960399,51.5410000000,470.2306960399,-67.5312960399,2956.0765399200,-3023.6078359599,23.7288135593,0.9776653258,-0.2446380900,1011.3490063600,-0.0667734834,74.5832386667,74.9279520000,1092.0486457200,951.9429431200,42.0000000000,5.0000000000,12.0000000000,0
0.5000000000,3.0000000000,21.0000000000,8190.0000000000,59.0000000000,21.0000000000,610.4904000000,521.7904460399,51.5410000000,470.2494460399,88.6999539601,3112.3077899200,-3023.6078359599,23.7288135593,1.0293357997,0.3426139325,1011.3490063600,0.0877045940,74.5832386667,74.9279520000,1059.2552057200,951.9429431200,42.0000000000,5.0000000000,12.0000000000,0
0.5000000000,3.2500000000,21.0000000000,8190.0000000000,57.0000000000,21.0000000000,758.0604000000,504.1126600399,49.8050000000,454.3076600399,253.9477399601,3206.7074319200,-2952.7596919599,22.8070175439,1.0860035243,0.9059909406,1011.3490063600,0.2510980269,74.5832386667,74.9279520000,1027.7615057200,951.9429431200,41.0000000000,5.0000000000,11.0000000000,0
0.5000000000,3.5000000000,21.0000000000,8190.0000000000,54.0000000000,21.0000000000,1147.7304000000,477.7461660399,47.2570000000,430.4891660399,669.9842339601,3341.4759499200,-2671.4917159599,25.9259259259,1.2507903094,1.9429879116,910.4476975200,0.7358843740,74.5832386667,74.9279520000,996.2678057200,951.9429431200,37.0000000000,4.0000000000,13.0000000000,0
0.5000000000,3.7500000000,21.0000000000,8190.0000000000,54.0000000000,21.0000000000,602.7804000000,477.5765960399,47.2500000000,430.3265960399,125.2038039601,2869.0199879200,-2743.8161839600,24.0740740741,1.0456312652,0.4590734698,910.4476975200,0.1375189418,74.5832386667,74.9279520000,964.7741057200,951.9429431200,38.0000000000,2.0000000000,14.0000000000,0
0.5000000000,4.0000000000,21.0000000000,8190.0000000000,53.0000000000,21.0000000000,166.5304000000,468.8646780399,46.3610000000,422.5036780399,-302.3342780399,2440.5209379200,-2742.8552159599,22.6415094340,0.8897738837,-1.0450053970,961.6312649600,-0.3143973049,74.5832386667,74.9279520000,933.2804057200,951.9429431200,38.0000000000,1.0000000000,14.0000000000,0
0.5000000000,4.2500000000,21.0000000000,8190.0000000000,53.0000000000,21.0000000000,51.8704000000,468.8417460399,46.3610000000,422.4807460399,-416.9713460399,2325.8838699200,-2742.8552159599,22.6415094340,0.8479790900,-1.5348148364,961.6312649600,-0.4336083499,74.5832386667,74.9279520000,1047.9174737200,951.9429431200,38.0000000000,0.0000000000,15.0000000000,0
0.5000000000,4.5000000000,21.0000000000,8190.0000000000,53.0000000000,21.0000000000,51.8704000000,468.8417460399,46.3610000000,422.4807460399,-416.9713460399,2325.8838699200,-2742.8552159599,22.6415094340,0.8479790900,-1.5348148364,961.6312649600,-0.4336083499,74.5832386667,74.9279520000,1047.9174737200,951.9429431200,38.0000000000,0.0000000000,15.0000000000,0
